Year of Data,STRUCTURE_NUMBER_008,Bridge Health Index (Overall),Bridge Health Index (Deck),Bridge Health Index (Super),Bridge Health Index (Sub)
2010,300000BCY080010,81.55,94.06,79.5,83.5
2011,300000BCY080010,81.55,94.06,79.5,83.5
2012,300000BCY080010,81.55,94.06,79.5,83.5
2013,300000BCY080010,81.55,94.06,79.5,83.5
2014,300000BCY080010,81.55,94.06,79.5,83.5
2015,300000BCY080010,81.55,94.06,79.5,83.5
2016,300000BCY080010,81.55,94.06,79.5,83.5
2017,300000BCY080010,81.55,94.06,79.5,83.5
2018,300000BCY080010,81.55,94.06,79.5,83.5
2019,300000BCY080010,83.65,94.06,79.5,91.41
2020,300000BCY080010,83.65,94.06,79.5,91.41
2021,300000BCY080010,83.65,94.06,79.5,91.41
1995,300000BCY078010,82.81,93.12,78.7,90.5
1996,300000BCY078010,81.99,92.19,77.92,89.59
1997,300000BCY078010,81.17,91.26,77.14,88.7
1998,300000BCY078010,80.35,90.35,76.37,87.81
1999,300000BCY078010,79.55,89.45,75.6,86.93
2000,300000BCY078010,78.75,88.55,74.85,86.06
2001,300000BCY078010,77.97,87.67,74.1,85.2
2002,300000BCY078010,77.19,86.79,73.36,84.35
2003,300000BCY078010,76.42,85.92,72.62,83.5
2004,300000BCY078010,75.65,85.06,71.9,82.67
2005,300000BCY078010,74.89,84.21,71.18,81.84
2006,300000BCY078010,74.15,83.37,70.47,81.02
2007,300000BCY078010,73.4,82.54,69.76,80.21
2008,300000BCY078010,72.67,81.71,69.06,79.41
2009,300000BCY078010,71.94,80.9,68.37,78.62
2010,300000BCY078010,71.22,80.09,67.69,77.83
2011,300000BCY078010,70.51,79.29,67.01,77.05
2012,300000BCY078010,69.81,78.49,66.34,76.28
2013,300000BCY078010,69.11,77.71,65.68,75.52
2014,300000BCY078010,68.42,76.93,65.02,74.77
2015,300000BCY078010,67.73,76.16,64.37,74.02
2016,300000BCY078010,67.06,75.4,63.73,73.28
2017,300000BCY078010,66.39,74.65,63.09,72.54
2018,300000BCY078010,65.72,73.9,62.46,71.82
2019,300000BCY078010,65.06,73.16,61.84,71.1
2020,300000BCY078010,64.41,72.43,72.43,70.39
2021,300000BCY078010,63.77,71.7,71.7,69.69
1995,300000BCY072010,95.13,97.96,95.25,91.41
1996,300000BCY072010,95.13,97.96,95.25,91.41
1997,300000BCY072010,93.01,97.96,90.62,91.41
1998,300000BCY072010,93.01,97.96,90.62,91.41
1999,300000BCY072010,87.94,97.96,79.5,91.41
2000,300000BCY072010,87.94,97.96,79.5,91.41
2001,300000BCY072010,94.04,97.96,90.62,95.63
2002,300000BCY072010,94.04,97.96,90.62,95.63
2003,300000BCY072010,94.04,97.96,90.62,95.63
2004,300000BCY072010,94.04,97.96,90.62,95.63
2005,300000BCY072010,94.04,97.96,90.62,95.63
2006,300000BCY072010,92.87,94.06,90.62,95.63
2007,300000BCY072010,92.87,94.06,90.62,95.63
2008,300000BCY072010,87.8,94.06,79.5,95.63
2009,300000BCY072010,86.77,94.06,79.5,91.41
2010,300000BCY072010,86.77,94.06,79.5,91.41
2011,300000BCY072010,86.77,94.06,79.5,91.41
2012,300000BCY072010,86.77,94.06,79.5,91.41
2013,300000BCY072010,86.77,94.06,79.5,91.41
2014,300000BCY072010,86.77,94.06,79.5,91.41
2015,300000BCY072010,86.77,94.06,79.5,91.41
2016,300000BCY072010,86.77,94.06,79.5,91.41
2017,300000BCY072010,95.72,99.94,95.25,91.41
2018,300000BCY072010,95.72,99.94,95.25,91.41
2019,300000BCY072010,95.72,99.94,95.25,91.41
2020,300000BCY072010,93.61,99.94,90.62,91.41
2021,300000BCY072010,93.61,99.94,90.62,91.41
1995,300000BCY071010,94.4,97.96,95.25,91.41
1996,300000BCY071010,94.4,97.96,95.25,91.41
1997,300000BCY071010,92.1,94.06,90.62,91.41
1998,300000BCY071010,92.1,94.06,90.62,91.41
1999,300000BCY071010,93.37,97.96,90.62,91.41
2000,300000BCY071010,93.37,97.96,90.62,91.41
2001,300000BCY071010,94.4,97.96,95.25,91.41
2002,300000BCY071010,94.4,97.96,95.25,91.41
2003,300000BCY071010,94.4,97.96,95.25,91.41
2004,300000BCY071010,93.12,94.06,95.25,91.41
2005,300000BCY071010,93.12,94.06,95.25,91.41
2006,300000BCY071010,92.1,94.06,90.62,91.41
2007,300000BCY071010,92.1,94.06,90.62,91.41
2008,300000BCY071010,91.33,91.7,90.62,91.41
2009,300000BCY071010,91.33,91.7,90.62,91.41
2010,300000BCY071010,91.33,91.7,90.62,91.41
2011,300000BCY071010,91.33,91.7,90.62,91.41
2012,300000BCY071010,91.33,91.7,90.62,91.41
2013,300000BCY071010,91.33,91.7,90.62,91.41
2014,300000BCY071010,91.33,91.7,90.62,91.41
2015,300000BCY071010,91.33,91.7,90.62,91.41
2016,300000BCY071010,91.33,91.7,90.62,91.41
2017,300000BCY071010,95.04,99.94,95.25,91.41
2018,300000BCY071010,95.04,99.94,95.25,91.41
2019,300000BCY071010,94.4,97.96,95.25,91.41
2020,300000BCY071010,94.4,97.96,95.25,91.41
2021,300000BCY071010,94.4,97.96,95.25,91.41
1995,300000BCY070010,96.07,99.94,99.87,91.41
1996,300000BCY070010,96.07,99.94,99.87,91.41
1997,300000BCY070010,86.03,94.06,79.5,83.5
1998,300000BCY070010,86.03,94.06,79.5,83.5
1999,300000BCY070010,86.03,94.06,79.5,83.5
2000,300000BCY070010,86.03,94.06,79.5,83.5
2001,300000BCY070010,94.4,97.96,95.25,91.41
2002,300000BCY070010,94.4,97.96,95.25,91.41
2003,300000BCY070010,94.4,97.96,95.25,91.41
2004,300000BCY070010,93.13,94.06,95.25,91.41
2005,300000BCY070010,93.13,94.06,95.25,91.41
2006,300000BCY070010,92.09,94.06,90.62,91.41
2007,300000BCY070010,92.09,94.06,90.62,91.41
2008,300000BCY070010,92.09,94.06,90.62,91.41
2009,300000BCY070010,88.52,94.06,90.62,83.5
2010,300000BCY070010,71.89,94.06,79.5,63.83
2011,300000BCY070010,86.03,94.06,79.5,83.5
2012,300000BCY070010,86.03,94.06,79.5,83.5
2013,300000BCY070010,89.6,94.06,79.5,91.41
2014,300000BCY070010,89.6,94.06,79.5,91.41
2015,300000BCY070010,89.6,94.06,79.5,91.41
2016,300000BCY070010,89.6,94.06,79.5,91.41
2017,300000BCY070010,95.91,99.94,90.62,95.63
2018,300000BCY070010,95.91,99.94,90.62,95.63
2019,300000BCY070010,95.26,97.96,90.62,95.63
2020,300000BCY070010,95.26,97.96,90.62,95.63
2021,300000BCY070010,95.26,97.96,90.62,95.63
1995,300000BCW580010,95.63,97.96,95.25,91.41
1996,300000BCW580010,95.63,97.96,95.25,91.41
1997,300000BCW580010,96.16,94.06,99.87,91.41
1998,300000BCW580010,94.86,94.06,95.25,95.63
1999,300000BCW580010,94.86,94.06,95.25,95.63
2000,300000BCW580010,94.86,94.06,95.25,95.63
2001,300000BCW580010,94.86,94.06,95.25,95.63
2002,300000BCW580010,94.86,94.06,95.25,95.63
2003,300000BCW580010,94.86,94.06,95.25,95.63
2004,300000BCW580010,94.86,94.06,95.25,95.63
2005,300000BCW580010,94.13,94.06,95.25,91.41
2006,300000BCW580010,94.13,94.06,95.25,91.41
2007,300000BCW580010,94.86,94.06,95.25,95.63
2008,300000BCW580010,94.86,94.06,95.25,95.63
2009,300000BCW580010,96.36,97.96,95.25,95.63
2010,300000BCW580010,96.36,97.96,95.25,95.63
2011,300000BCW580010,96.36,97.96,95.25,95.63
2012,300000BCW580010,96.36,97.96,95.25,95.63
2013,300000BCW580010,96.36,97.96,95.25,95.63
2014,300000BCW580010,96.36,97.96,95.25,95.63
2015,300000BCW580010,96.36,97.96,95.25,95.63
2016,300000BCW580010,96.36,97.96,95.25,95.63
2017,300000BCW580010,96.36,97.96,95.25,95.63
2018,300000BCW580010,96.36,97.96,95.25,95.63
2019,300000BCW580010,96.36,97.96,95.25,95.63
2020,300000BCW580010,96.36,97.96,95.25,95.63
2021,300000BCW580010,96.36,97.96,95.25,95.63
1995,300000BCW579012,94.89,94.06,95.25,95.63
1996,300000BCW579012,94.89,94.06,95.25,95.63
1997,300000BCW579012,93.29,91.7,95.25,91.41
1998,300000BCW579012,94.13,94.06,95.25,91.41
1999,300000BCW579012,94.89,94.06,95.25,95.63
2000,300000BCW579012,94.89,94.06,95.25,95.63
2001,300000BCW579012,94.89,94.06,95.25,95.63
2002,300000BCW579012,94.89,94.06,95.25,95.63
2003,300000BCW579012,94.89,94.06,95.25,95.63
2004,300000BCW579012,94.89,94.06,95.25,95.63
2005,300000BCW579012,94.13,94.06,95.25,91.41
2006,300000BCW579012,94.13,94.06,95.25,91.41
2007,300000BCW579012,96.29,97.96,95.25,95.63
2008,300000BCW579012,96.29,97.96,95.25,95.63
2009,300000BCW579012,96.29,97.96,95.25,95.63
2010,300000BCW579012,95.53,97.96,95.25,91.41
2011,300000BCW579012,95.53,97.96,95.25,91.41
2012,300000BCW579012,95.53,97.96,95.25,91.41
2013,300000BCW579012,95.53,97.96,95.25,91.41
2014,300000BCW579012,95.53,97.96,95.25,91.41
2015,300000BCW579012,95.53,97.96,95.25,91.41
2016,300000BCW579012,95.53,97.96,95.25,91.41
2017,300000BCW579012,95.53,97.96,95.25,91.41
2018,300000BCW579012,95.53,97.96,95.25,91.41
2019,300000BCW579012,95.53,97.96,95.25,91.41
2020,300000BCW579012,95.53,97.96,95.25,91.41
2021,300000BCW579012,95.53,97.96,95.25,91.41
1995,300000BCW579011,95.53,97.96,95.25,91.41
1996,300000BCW579011,95.53,97.96,95.25,91.41
1997,300000BCW579011,96.24,94.06,99.87,91.41
1998,300000BCW579011,94.89,94.06,95.25,95.63
1999,300000BCW579011,94.89,94.06,95.25,95.63
2000,300000BCW579011,94.89,94.06,95.25,95.63
2001,300000BCW579011,94.89,94.06,95.25,95.63
2002,300000BCW579011,94.89,94.06,95.25,95.63
2003,300000BCW579011,94.89,94.06,95.25,95.63
2004,300000BCW579011,94.89,94.06,95.25,95.63
2005,300000BCW579011,94.89,94.06,95.25,95.63
2006,300000BCW579011,94.89,94.06,95.25,95.63
2007,300000BCW579011,96.3,97.96,95.25,95.63
2008,300000BCW579011,96.3,97.96,95.25,95.63
2009,300000BCW579011,96.3,97.96,95.25,95.63
2010,300000BCW579011,96.3,97.96,95.25,95.63
2011,300000BCW579011,96.3,97.96,95.25,95.63
2012,300000BCW579011,96.3,97.96,95.25,95.63
2013,300000BCW579011,96.3,97.96,95.25,95.63
2014,300000BCW579011,96.3,97.96,95.25,95.63
2015,300000BCW579011,96.3,97.96,95.25,95.63
2016,300000BCW579011,96.3,97.96,95.25,95.63
2017,300000BCW579011,96.3,97.96,95.25,95.63
2018,300000BCW579011,96.3,97.96,95.25,95.63
2019,300000BCW579011,96.3,97.96,95.25,95.63
2020,300000BCW579011,95.53,97.96,95.25,91.41
2021,300000BCW579011,95.53,97.96,95.25,91.41
1996,300000BCW565010,96.27,97.96,95.25,95.63
1997,300000BCW565010,96.27,97.96,95.25,95.63
1998,300000BCW565010,96.27,97.96,95.25,95.63
1999,300000BCW565010,96.27,97.96,95.25,95.63
2000,300000BCW565010,96.27,97.96,95.25,95.63
2001,300000BCW565010,96.27,97.96,95.25,95.63
2002,300000BCW565010,96.27,97.96,95.25,95.63
2003,300000BCW565010,96.27,97.96,95.25,95.63
2004,300000BCW565010,96.27,97.96,95.25,95.63
2005,300000BCW565010,96.27,97.96,95.25,95.63
2006,300000BCW565010,96.27,97.96,95.25,95.63
2007,300000BCW565010,96.27,97.96,95.25,95.63
2008,300000BCW565010,96.27,97.96,95.25,95.63
2009,300000BCW565010,94.19,97.96,95.25,91.41
2010,300000BCW565010,94.19,97.96,95.25,91.41
2011,300000BCW565010,94.19,97.96,95.25,91.41
2012,300000BCW565010,94.19,97.96,95.25,91.41
2013,300000BCW565010,90.29,97.96,95.25,83.5
2014,300000BCW565010,90.29,97.96,95.25,83.5
2015,300000BCW565010,90.29,97.96,95.25,83.5
2016,300000BCW565010,90.29,97.96,95.25,83.5
2017,300000BCW565010,90.29,97.96,95.25,83.5
2018,300000BCW565010,90.29,97.96,95.25,83.5
2019,300000BCW565010,90.29,97.96,95.25,83.5
2020,300000BCW565010,94.19,97.96,95.25,91.41
2021,300000BCW565010,94.19,97.96,95.25,91.41
1996,300000BCW563010,97.3,97.96,99.87,95.63
1997,300000BCW563010,96.34,97.96,95.25,95.63
1998,300000BCW563010,96.34,97.96,95.25,95.63
1999,300000BCW563010,96.34,97.96,95.25,95.63
2000,300000BCW563010,96.34,97.96,95.25,95.63
2001,300000BCW563010,96.34,97.96,95.25,95.63
2002,300000BCW563010,96.34,97.96,95.25,95.63
2003,300000BCW563010,96.34,97.96,95.25,95.63
2004,300000BCW563010,96.34,97.96,95.25,95.63
2005,300000BCW563010,96.34,97.96,95.25,95.63
2006,300000BCW563010,96.34,97.96,95.25,95.63
2007,300000BCW563010,96.34,97.96,95.25,95.63
2008,300000BCW563010,96.34,97.96,95.25,95.63
2009,300000BCW563010,96.34,97.96,95.25,95.63
2010,300000BCW563010,94.06,94.06,90.62,95.63
2011,300000BCW563010,96.34,97.96,95.25,95.63
2012,300000BCW563010,96.34,97.96,95.25,95.63
2013,300000BCW563010,96.34,97.96,95.25,95.63
2014,300000BCW563010,96.34,97.96,95.25,95.63
2015,300000BCW563010,96.34,97.96,95.25,95.63
2016,300000BCW563010,96.34,97.96,95.25,95.63
2017,300000BCW563010,96.34,97.96,95.25,95.63
2018,300000BCW563010,94.41,97.96,95.25,91.41
2019,300000BCW563010,94.41,97.96,95.25,91.41
2020,300000BCW563010,94.41,97.96,95.25,91.41
2021,300000BCW563010,94.41,97.96,95.25,91.41
1995,300000BCW524012,96.94,99.94,95.25,95.63
1996,300000BCW524012,96.94,99.94,95.25,95.63
1997,300000BCW524012,96.26,97.96,95.25,95.63
1998,300000BCW524012,96.26,97.96,95.25,95.63
1999,300000BCW524012,96.26,97.96,95.25,95.63
2000,300000BCW524012,96.26,97.96,95.25,95.63
2001,300000BCW524012,96.26,97.96,95.25,95.63
2002,300000BCW524012,96.26,97.96,95.25,95.63
2003,300000BCW524012,96.26,97.96,95.25,95.63
2004,300000BCW524012,96.26,97.96,95.25,95.63
2005,300000BCW524012,96.26,97.96,95.25,95.63
2006,300000BCW524012,96.26,97.96,95.25,95.63
2007,300000BCW524012,94.08,97.96,90.62,95.63
2008,300000BCW524012,94.08,97.96,90.62,95.63
2009,300000BCW524012,92.03,100.0,90.62,95.63
2010,300000BCW524012,94.08,97.96,90.62,95.63
2011,300000BCW524012,94.08,97.96,90.62,95.63
2012,300000BCW524012,94.08,97.96,90.62,95.63
2013,300000BCW524012,94.08,97.96,90.62,95.63
2014,300000BCW524012,94.08,97.96,90.62,95.63
2015,300000BCW524012,94.08,97.96,90.62,95.63
2016,300000BCW524012,94.08,97.96,90.62,95.63
2017,300000BCW524012,94.08,97.96,90.62,95.63
2018,300000BCW524012,93.3,97.96,90.62,91.41
2019,300000BCW524012,93.3,97.96,90.62,91.41
2020,300000BCW524012,93.3,97.96,90.62,91.41
2021,300000BCW524012,93.3,97.96,90.62,91.41
1995,300000BCW524011,96.93,99.94,95.25,95.63
1996,300000BCW524011,96.93,99.94,95.25,95.63
1997,300000BCW524011,95.48,97.96,95.25,91.41
1998,300000BCW524011,96.25,97.96,95.25,95.63
1999,300000BCW524011,98.44,97.96,99.87,95.63
2000,300000BCW524011,98.44,97.96,99.87,95.63
2001,300000BCW524011,98.44,97.96,99.87,95.63
2002,300000BCW524011,98.44,97.96,99.87,95.63
2003,300000BCW524011,98.44,97.96,99.87,95.63
2004,300000BCW524011,98.44,97.96,99.87,95.63
2005,300000BCW524011,95.48,97.96,95.25,91.41
2006,300000BCW524011,95.48,97.96,95.25,91.41
2007,300000BCW524011,95.48,97.96,95.25,91.41
2008,300000BCW524011,95.48,97.96,95.25,91.41
2009,300000BCW524011,95.48,97.96,95.25,91.41
2010,300000BCW524011,93.28,97.96,90.62,91.41
2011,300000BCW524011,93.28,97.96,90.62,91.41
2012,300000BCW524011,93.28,97.96,90.62,91.41
2013,300000BCW524011,94.05,97.96,90.62,95.63
2014,300000BCW524011,93.28,97.96,90.62,91.41
2015,300000BCW524011,93.28,97.96,90.62,91.41
2016,300000BCW524011,93.28,97.96,90.62,91.41
2017,300000BCW524011,93.28,97.96,90.62,91.41
2018,300000BCW524011,93.28,97.96,90.62,91.41
2019,300000BCW524011,93.28,97.96,90.62,91.41
2020,300000BCW524011,93.28,97.96,90.62,91.41
2021,300000BCW524011,93.28,97.96,90.62,91.41
1999,300000B-Z462016,99.92,99.94,99.87,100.0
2000,300000B-Z462016,99.92,99.94,99.87,100.0
2001,300000B-Z462016,98.37,99.94,99.87,95.63
2002,300000B-Z462016,98.37,99.94,99.87,95.63
2003,300000B-Z462016,95.74,99.94,95.25,95.63
2004,300000B-Z462016,95.74,99.94,95.25,95.63
2005,300000B-Z462016,95.74,99.94,95.25,95.63
2006,300000B-Z462016,95.74,99.94,95.25,95.63
2007,300000B-Z462016,95.74,99.94,95.25,95.63
2008,300000B-Z462016,95.74,99.94,95.25,95.63
2009,300000B-Z462016,95.59,97.96,95.25,95.63
2010,300000B-Z462016,95.59,97.96,95.25,95.63
2011,300000B-Z462016,95.59,97.96,95.25,95.63
2012,300000B-Z462016,95.59,97.96,95.25,95.63
2013,300000B-Z462016,92.95,97.96,90.62,95.63
2014,300000B-Z462016,92.95,97.96,90.62,95.63
2015,300000B-Z462016,92.95,97.96,90.62,95.63
2016,300000B-Z462016,92.95,97.96,90.62,95.63
2017,300000B-Z462016,95.59,97.96,95.25,95.63
2018,300000B-Z462016,95.59,97.96,95.25,95.63
2019,300000B-Z462016,95.59,97.96,95.25,95.63
2020,300000B-Z462016,95.59,97.96,95.25,95.63
2021,300000B-Z462016,95.59,97.96,95.25,95.63
1999,300000B-Z462015,95.19,94.06,95.25,95.63
2000,300000B-Z462015,95.19,94.06,95.25,95.63
2001,300000B-Z462015,95.19,94.06,95.25,95.63
2002,300000B-Z462015,95.19,94.06,95.25,95.63
2003,300000B-Z462015,94.99,97.96,95.25,91.41
2004,300000B-Z462015,94.99,97.96,95.25,91.41
2005,300000B-Z462015,94.99,97.96,95.25,91.41
2006,300000B-Z462015,94.99,97.96,95.25,91.41
2007,300000B-Z462015,94.99,97.96,95.25,91.41
2008,300000B-Z462015,94.99,97.96,95.25,91.41
2009,300000B-Z462015,91.05,94.06,90.62,91.41
2010,300000B-Z462015,91.05,94.06,90.62,91.41
2011,300000B-Z462015,91.05,94.06,90.62,91.41
2012,300000B-Z462015,91.05,94.06,90.62,91.41
2013,300000B-Z462015,91.05,94.06,90.62,91.41
2014,300000B-Z462015,91.05,94.06,90.62,91.41
2015,300000B-Z462015,91.05,94.06,90.62,91.41
2016,300000B-Z462015,91.05,94.06,90.62,91.41
2017,300000B-Z462015,94.99,97.96,95.25,91.41
2018,300000B-Z462015,94.99,97.96,95.25,91.41
2019,300000B-Z462015,94.99,97.96,95.25,91.41
2020,300000B-Z462015,91.99,97.96,90.62,95.63
2021,300000B-Z462015,91.99,97.96,90.62,95.63
2000,300000B-Z448016,99.88,99.94,99.87,100.0
2001,300000B-Z448016,99.88,99.94,99.87,100.0
2002,300000B-Z448016,99.88,99.94,99.87,100.0
2003,300000B-Z448016,99.78,99.94,99.87,95.63
2004,300000B-Z448016,99.78,99.94,99.87,95.63
2005,300000B-Z448016,99.78,99.94,99.87,95.63
2006,300000B-Z448016,99.78,99.94,99.87,95.63
2007,300000B-Z448016,99.78,99.94,99.87,95.63
2008,300000B-Z448016,99.78,99.94,99.87,95.63
2009,300000B-Z448016,95.55,97.96,95.25,95.63
2010,300000B-Z448016,91.01,94.06,90.62,91.41
2011,300000B-Z448016,91.01,94.06,90.62,91.41
2012,300000B-Z448016,91.01,94.06,90.62,91.41
2013,300000B-Z448016,91.01,94.06,90.62,91.41
2014,300000B-Z448016,91.01,94.06,90.62,91.41
2015,300000B-Z448016,91.01,94.06,90.62,91.41
2016,300000B-Z448016,91.01,94.06,90.62,91.41
2017,300000B-Z448016,91.01,94.06,90.62,91.41
2018,300000B-Z448016,91.01,94.06,90.62,91.41
2019,300000B-Z448016,91.01,94.06,90.62,91.41
2020,300000B-Z448016,91.43,97.96,90.62,91.41
2021,300000B-Z448016,91.43,97.96,90.62,91.41
2000,300000B-Z448015,99.92,99.94,99.87,100.0
2001,300000B-Z448015,99.92,99.94,99.87,100.0
2002,300000B-Z448015,99.92,99.94,99.87,100.0
2003,300000B-Z448015,98.87,99.94,99.87,95.63
2004,300000B-Z448015,98.87,99.94,99.87,95.63
2005,300000B-Z448015,98.87,99.94,99.87,95.63
2006,300000B-Z448015,98.87,99.94,99.87,95.63
2007,300000B-Z448015,98.87,99.94,99.87,95.63
2008,300000B-Z448015,98.87,99.94,99.87,95.63
2009,300000B-Z448015,96.23,97.96,95.25,95.63
2010,300000B-Z448015,93.94,94.06,95.25,91.41
2011,300000B-Z448015,93.94,94.06,95.25,91.41
2012,300000B-Z448015,93.94,94.06,95.25,91.41
2013,300000B-Z448015,93.94,94.06,95.25,91.41
2014,300000B-Z448015,93.94,94.06,95.25,91.41
2015,300000B-Z448015,93.94,94.06,95.25,91.41
2016,300000B-Z448015,93.94,94.06,95.25,91.41
2017,300000B-Z448015,93.94,94.06,95.25,91.41
2018,300000B-Z448015,93.94,94.06,95.25,91.41
2019,300000B-Z448015,93.94,94.06,95.25,91.41
2020,300000B-Z448015,93.21,97.96,90.62,91.41
2021,300000B-Z448015,93.21,97.96,90.62,91.41
1995,300000B-Y059010,93.91,97.96,90.62,95.63
1996,300000B-Y059010,93.91,97.96,90.62,95.63
1997,300000B-Y059010,91.65,97.96,90.62,91.41
1998,300000B-Y059010,91.65,97.96,90.62,91.41
1999,300000B-Y059010,91.65,97.96,90.62,91.41
2000,300000B-Y059010,91.65,97.96,90.62,91.41
2001,300000B-Y059010,91.65,97.96,90.62,91.41
2002,300000B-Y059010,91.65,97.96,90.62,91.41
2003,300000B-Y059010,91.65,97.96,90.62,91.41
2004,300000B-Y059010,91.65,97.96,90.62,91.41
2005,300000B-Y059010,91.65,97.96,90.62,91.41
2006,300000B-Y059010,87.42,97.96,90.62,83.5
2007,300000B-Y059010,87.42,97.96,90.62,83.5
2008,300000B-Y059010,68.8,97.96,79.5,63.83
2009,300000B-Y059010,87.09,94.06,90.62,83.5
2010,300000B-Y059010,68.5,91.7,79.5,63.83
2011,300000B-Y059010,71.01,94.06,90.62,63.83
2012,300000B-Y059010,71.01,94.06,90.62,63.83
2013,300000B-Y059010,82.65,91.7,79.5,83.5
2014,300000B-Y059010,82.65,91.7,79.5,83.5
2015,300000B-Y059010,82.65,91.7,79.5,83.5
2016,300000B-Y059010,82.65,91.7,79.5,83.5
2017,300000B-Y059010,86.89,91.7,79.5,91.41
2018,300000B-Y059010,86.89,91.7,79.5,91.41
2019,300000B-Y059010,86.89,91.7,79.5,91.41
2020,300000B-Y059010,86.89,91.7,79.5,91.41
2021,300000B-Y059010,97.6,99.94,99.87,95.63
1995,300000B-Y054010,99.54,99.94,99.87,95.63
1996,300000B-Y054010,99.54,99.94,99.87,95.63
1997,300000B-Y054010,95.49,97.96,95.25,95.63
1998,300000B-Y054010,95.49,97.96,95.25,95.63
1999,300000B-Y054010,95.16,97.96,95.25,91.41
2000,300000B-Y054010,95.16,97.96,95.25,91.41
2001,300000B-Y054010,95.16,97.96,95.25,91.41
2002,300000B-Y054010,94.55,97.96,95.25,83.5
2003,300000B-Y054010,94.55,97.96,95.25,83.5
2004,300000B-Y054010,94.55,97.96,95.25,83.5
2005,300000B-Y054010,94.55,97.96,95.25,83.5
2006,300000B-Y054010,95.49,97.96,95.25,95.63
2007,300000B-Y054010,95.49,97.96,95.25,95.63
2008,300000B-Y054010,91.27,94.06,90.62,95.63
2009,300000B-Y054010,91.27,94.06,90.62,95.63
2010,300000B-Y054010,91.58,97.96,90.62,95.63
2011,300000B-Y054010,91.58,97.96,90.62,95.63
2012,300000B-Y054010,91.58,97.96,90.62,95.63
2013,300000B-Y054010,91.27,94.06,90.62,95.63
2014,300000B-Y054010,90.95,94.06,90.62,91.41
2015,300000B-Y054010,90.95,94.06,90.62,91.41
2016,300000B-Y054010,90.95,94.06,90.62,91.41
2017,300000B-Y054010,90.95,94.06,90.62,91.41
2018,300000B-Y054010,90.95,94.06,90.62,91.41
2019,300000B-Y054010,90.95,94.06,90.62,91.41
2020,300000B-Y054010,90.95,94.06,90.62,91.41
2021,300000B-Y054010,90.95,94.06,90.62,91.41
1995,300000B-Y051012,98.22,97.96,99.87,91.41
1996,300000B-Y051012,98.22,97.96,99.87,91.41
1997,300000B-Y051012,94.33,94.06,95.25,91.41
1998,300000B-Y051012,94.33,94.06,95.25,91.41
1999,300000B-Y051012,94.33,94.06,95.25,91.41
2000,300000B-Y051012,94.33,94.06,95.25,91.41
2001,300000B-Y051012,96.4,97.96,95.25,91.41
2002,300000B-Y051012,96.72,97.96,95.25,95.63
2003,300000B-Y051012,96.72,97.96,95.25,95.63
2004,300000B-Y051012,96.72,97.96,95.25,95.63
2005,300000B-Y051012,96.72,97.96,95.25,95.63
2006,300000B-Y051012,94.9,97.96,90.62,95.63
2007,300000B-Y051012,94.9,97.96,90.62,95.63
2008,300000B-Y051012,94.9,97.96,90.62,95.63
2009,300000B-Y051012,94.58,97.96,90.62,91.41
2010,300000B-Y051012,92.51,94.06,90.62,91.41
2011,300000B-Y051012,92.51,94.06,90.62,91.41
2012,300000B-Y051012,92.51,94.06,90.62,91.41
2013,300000B-Y051012,92.51,94.06,90.62,91.41
2014,300000B-Y051012,92.51,94.06,90.62,91.41
2015,300000B-Y051012,92.51,94.06,90.62,91.41
2016,300000B-Y051012,92.51,94.06,90.62,91.41
2017,300000B-Y051012,92.51,94.06,90.62,91.41
2018,300000B-Y051012,92.51,94.06,90.62,91.41
2019,300000B-Y051012,92.51,94.06,90.62,91.41
2020,300000B-Y051012,92.51,94.06,90.62,91.41
2021,300000B-Y051012,92.51,94.06,90.62,91.41
1995,300000B-Y051011,98.56,97.96,99.87,91.41
1996,300000B-Y051011,98.56,97.96,99.87,91.41
1997,300000B-Y051011,94.56,94.06,95.25,91.41
1998,300000B-Y051011,94.56,94.06,95.25,91.41
1999,300000B-Y051011,94.56,94.06,95.25,91.41
2000,300000B-Y051011,94.56,94.06,95.25,91.41
2001,300000B-Y051011,95.75,97.96,95.25,91.41
2002,300000B-Y051011,96.11,97.96,95.25,95.63
2003,300000B-Y051011,96.11,97.96,95.25,95.63
2004,300000B-Y051011,96.11,97.96,95.25,95.63
2005,300000B-Y051011,96.11,97.96,95.25,95.63
2006,300000B-Y051011,96.11,97.96,95.25,95.63
2007,300000B-Y051011,96.11,97.96,95.25,95.63
2008,300000B-Y051011,93.28,97.96,90.62,95.63
2009,300000B-Y051011,92.92,97.96,90.62,91.41
2010,300000B-Y051011,91.73,94.06,90.62,91.41
2011,300000B-Y051011,91.73,94.06,90.62,91.41
